category_id,stream_id,xtream_name,logical_name,type,provider_epg_id,target_xmltv_id,status,notes,source_file
597,606169,NFL  | 12 - 8\/22 7pm Bears at Bengals,NFL | 12 - 8\/22 7pm Bears at Bengals,dynamic_nfl,,custom.NFL.Live.12,custom-dynamic,Slot dinámico NFL,nfl ppv.rtf
597,606168,NFL  | 13 - 8\/22 7pm Eagles at Patriots,NFL | 13 - 8\/22 7pm Eagles at Patriots,dynamic_nfl,,custom.NFL.Live.13,custom-dynamic,Slot dinámico NFL,nfl ppv.rtf
597,606167,NFL  | 14 - 8\/22 7:30pm Chiefs at Buccaneers,NFL | 14 - 8\/22 7:30pm Chiefs at Buccaneers,dynamic_nfl,,custom.NFL.Live.14,custom-dynamic,Slot dinámico NFL,nfl ppv.rtf
597,606166,NFL  | 15 - 8\/22 10pm Cowboys at Cardinals,NFL | 15 - 8\/22 10pm Cowboys at Cardinals,dynamic_nfl,,custom.NFL.Live.15,custom-dynamic,Slot dinámico NFL,nfl ppv.rtf
597,606165,NFL  | 16 - 8\/23 8pm Seahawks at Titans,NFL | 16 - 8\/23 8pm Seahawks at Titans,dynamic_nfl,,custom.NFL.Live.16,custom-dynamic,Slot dinámico NFL,nfl ppv.rtf
601,430126,##### CBS \u1d34\u1d30\/\u1d3f\u1d2c\u1d42 \u2076\u2070\u1da0\u1d56\u02e2 #####,CBS \u1d34\u1d30\/\u1d3f\u1d2c\u1d42 \u2076\u2070\u1da0\u1d56\u02e2,fixed,,,needs-mapping,,cbs.rtf
601,430125,US: CBS HD,US: CBS,fixed,,,needs-mapping,,cbs.rtf
601,430124,US: CBS (KRQE) ALBUQUERQUE-SANTA HD,US: CBS (KRQE) ALBUQUERQUE-SANTA,fixed,,,needs-mapping,,cbs.rtf
601,430123,US: CBS (WAFB) BATON ROUGE HD,US: CBS (WAFB) BATON ROUGE,fixed,WAFB.us,WAFB.us,mapped,,cbs.rtf
601,430122,US: CBS (WSBK) BOSTON HD,US: CBS (WSBK) BOSTON,fixed,WBZ.us,WBZ.us,mapped,,cbs.rtf
601,429909,US: CBS 2 WCBS (NEW YORK) HD,US: CBS 2 WCBS (NEW YORK),fixed,,,needs-mapping,,cbs.rtf
601,430059,US: CBS 2 (KDKA) PITTSBURGH HD,US: CBS 2 (KDKA) PITTSBURGH,fixed,KDKA.us,KDKA.us,mapped,,cbs.rtf
601,430061,US: CBS 2 (KBOI) BOISE HD,US: CBS 2 (KBOI) BOISE,fixed,KBOI.us,KBOI.us,mapped,,cbs.rtf
601,430060,US: CBS 2 (KCBS) LOS ANGELES HD,US: CBS 2 (KCBS) LOS ANGELES,fixed,,,needs-mapping,,cbs.rtf
601,430058,US: CBS 2 (KGAN) CEDAR RAPIDS HD,US: CBS 2 (KGAN) CEDAR RAPIDS,fixed,,,needs-mapping,,cbs.rtf
601,430057,US: CBS 2 (KPSP) PALM SPRINGS HD,US: CBS 2 (KPSP) PALM SPRINGS,fixed,KPSP.us,KPSP.us,mapped,,cbs.rtf
601,430056,US: CBS 2 (KREM) SPOKANE HD,US: CBS 2 (KREM) SPOKANE,fixed,KREM.us,KREM.us,mapped,,cbs.rtf
601,430055,US: CBS 2 (KTVN) RENO HD,US: CBS 2 (KTVN) RENO,fixed,,,needs-mapping,,cbs.rtf
601,430054,US: CBS 2 (KTVQ) BILLINGS HD,US: CBS 2 (KTVQ) BILLINGS,fixed,,,needs-mapping,,cbs.rtf
601,430053,US: CBS 2 (KUTV) SALT LAKE CITY HD,US: CBS 2 (KUTV) SALT LAKE CITY,fixed,KUTV.us,KUTV.us,mapped,,cbs.rtf
601,430052,US: CBS 2 (WBBM) CHICAGO HD,US: CBS 2 (WBBM) CHICAGO,fixed,,,needs-mapping,,cbs.rtf
601,430051,US: CBS 2 (WCBS) NEW YORK HD,US: CBS 2 (WCBS) NEW YORK,fixed,,,needs-mapping,,cbs.rtf
601,430050,US: CBS 2 (WFMY) GREENSBORO HD,US: CBS 2 (WFMY) GREENSBORO,fixed,WFMY.us,WFMY.us,mapped,,cbs.rtf
601,430038,US: CBS 3 (KIMT) ROCHESTER HD,US: CBS 3 (KIMT) ROCHESTER,fixed,,,needs-mapping,,cbs.rtf
601,430037,US: CBS 3 (KMTV) OMAHA HD,US: CBS 3 (KMTV) OMAHA,fixed,KMTV.us,KMTV.us,mapped,,cbs.rtf
601,430036,US: CBS 3 (KRTV) GREAT FALLS HD,US: CBS 3 (KRTV) GREAT FALLS,fixed,,,needs-mapping,,cbs.rtf
601,430035,US: CBS 3 (KYW) PHILADELPHIA HD,US: CBS 3 (KYW) PHILADELPHIA,fixed,,,needs-mapping,,cbs.rtf
601,430034,US: CBS 3 (WBTV) CHARLOTTE HD,US: CBS 3 (WBTV) CHARLOTTE,fixed,,,needs-mapping,,cbs.rtf
601,430033,US: CBS 3 (WCAX) BURLINGTON HD,US: CBS 3 (WCAX) BURLINGTON,fixed,WCAX.us,WCAX.us,mapped,,cbs.rtf
601,430032,US: CBS 3 (WCIA) CHAMPAIGN HD,US: CBS 3 (WCIA) CHAMPAIGN,fixed,,,needs-mapping,,cbs.rtf
601,430031,US: CBS 3 (WFSB) HARTFORD HD,US: CBS 3 (WFSB) HARTFORD,fixed,,,needs-mapping,,cbs.rtf
601,430030,US: CBS 3 (WISC) MADISON HD,US: CBS 3 (WISC) MADISON,fixed,WISC.us,WISC.us,mapped,,cbs.rtf
601,430029,US: CBS 3 (WRBL) COLUMBHD,US: CBS 3 (WRBL) COLUMBHD,fixed,,,needs-mapping,,cbs.rtf
601,430028,US: CBS 3 (WREG) MEMPHIS HD,US: CBS 3 (WREG) MEMPHIS,fixed,WREG.us,WREG.us,mapped,,cbs.rtf
601,430027,US: CBS 3 (WSHM) SPRINGFIELD   (P) HD,US: CBS 3 (WSHM) SPRINGFIELD (P),fixed,,,needs-mapping,,cbs.rtf
601,430026,US: CBS 3 (WSHM) SPRINGFIELD HD,US: CBS 3 (WSHM) SPRINGFIELD,fixed,,,needs-mapping,,cbs.rtf
601,430025,US: CBS 3 (WTKR) HAMPTON ROADS HD,US: CBS 3 (WTKR) HAMPTON ROADS,fixed,,,needs-mapping,,cbs.rtf
601,430024,US: CBS 3 (WWAY) WILMINGTON HD,US: CBS 3 (WWAY) WILMINGTON,fixed,,,needs-mapping,,cbs.rtf
601,430023,US: CBS 3 (WWAY-DT2) WILMINGTON HD,US: CBS 3 (WWAY-DT2) WILMINGTON,fixed,,,needs-mapping,,cbs.rtf
601,430022,US: CBS 3 (WWMT) KALAMAZOO HD,US: CBS 3 (WWMT) KALAMAZOO,fixed,WWMT.us,WWMT.us,mapped,,cbs.rtf
601,739956,US: CBS 3 BRYAN TX (KBTX) HD,US: CBS 3 BRYAN TX (KBTX),fixed,,,needs-mapping,,cbs.rtf
601,430012,US: CBS 4 (KCNC) DENVER HD,US: CBS 4 (KCNC) DENVER,fixed,KCNC.us,KCNC.us,mapped,,cbs.rtf
601,430013,US: CBS 4 (#) BUFFALO HD,US: CBS 4 () BUFFALO,fixed,WIVB.us,WIVB.us,mapped,,cbs.rtf
601,430011,US: CBS 4 (KDBC) EL PASO HD,US: CBS 4 (KDBC) EL PASO,fixed,,,needs-mapping,,cbs.rtf
601,430010,US: CBS 4 (KGBT) HARLINGEN HD,US: CBS 4 (KGBT) HARLINGEN,fixed,,,needs-mapping,,cbs.rtf
601,430009,US: CBS 4 (KMOV) ST. LOUIS HD,US: CBS 4 (KMOV) ST. LOUIS,fixed,,,needs-mapping,,cbs.rtf
601,430008,US: CBS 4 (KXLF) BUTTE HD,US: CBS 4 (KXLF) BUTTE,fixed,,,needs-mapping,,cbs.rtf
601,430007,US: CBS 4 (WBZ) BOSTON HD,US: CBS 4 (WBZ) BOSTON,fixed,,,needs-mapping,,cbs.rtf
601,430006,US: CBS 4 (WCBI) COLUMBHD,US: CBS 4 (WCBI) COLUMBHD,fixed,,,needs-mapping,,cbs.rtf
601,430005,US: CBS 4 (WCCO) MINNEAPOLIS HD,US: CBS 4 (WCCO) MINNEAPOLIS,fixed,,,needs-mapping,,cbs.rtf
601,430004,US: CBS 4 (WFOR) MIAMI HD,US: CBS 4 (WFOR) MIAMI,fixed,,,needs-mapping,,cbs.rtf
601,430003,US: CBS 4 (WHBF) ROCK ISLAND HD,US: CBS 4 (WHBF) ROCK ISLAND,fixed,,,needs-mapping,,cbs.rtf
601,430002,US: CBS 4 (WTTV) INDIANAPOLIS HD,US: CBS 4 (WTTV) INDIANAPOLIS,fixed,WTTV.us,WTTV.us,mapped,,cbs.rtf
601,430001,US: CBS 4 (WTVY) DOTHAN HD,US: CBS 4 (WTVY) DOTHAN,fixed,,,needs-mapping,,cbs.rtf
601,430000,US: CBS 4 (WWL) NEW ORLEANS HD,US: CBS 4 (WWL) NEW ORLEANS,fixed,WWL.us,WWL.us,mapped,,cbs.rtf
601,429991,US: CBS 5 (KALB-DT2) ALEXANDRIA HD,US: CBS 5 (KALB-DT2) ALEXANDRIA,fixed,,,needs-mapping,,cbs.rtf
601,429990,US: CBS 5 (KCTV) KANSAS CITY HD,US: CBS 5 (KCTV) KANSAS CITY,fixed,KCTV.us,KCTV.us,mapped,,cbs.rtf
601,429989,US: CBS 5 (KENS) SAN ANTONIO HD,US: CBS 5 (KENS) SAN ANTONIO,fixed,KPIX.us,KPIX.us,mapped,,cbs.rtf
601,429988,US: CBS 5 (KFSM) FORT SMITH HD,US: CBS 5 (KFSM) FORT SMITH,fixed,KFSM.us,KFSM.us,mapped,,cbs.rtf
601,429987,US: CBS 5 (KGMB) HONOLULU HD,US: CBS 5 (KGMB) HONOLULU,fixed,,,needs-mapping,,cbs.rtf
601,429986,US: CBS 5 (KGWN) CHEYENNE HD,US: CBS 5 (KGWN) CHEYENNE,fixed,,,needs-mapping,,cbs.rtf
601,429985,US: CBS 5 (KPHO) PHOENIX HD,US: CBS 5 (KPHO) PHOENIX,fixed,KPHO.us,KPHO.us,mapped,,cbs.rtf
601,429984,US: CBS 5 (KPIX) SAN FRANCISCO HD,US: CBS 5 (KPIX) SAN FRANCISCO,fixed,KPIX.us,KPIX.us,mapped,,cbs.rtf
601,429983,US: CBS 5 (KREX) GRAND JUNCTION HD,US: CBS 5 (KREX) GRAND JUNCTION,fixed,,,needs-mapping,,cbs.rtf
601,429982,US: CBS 5 (WCSC) CHARLESTON HD,US: CBS 5 (WCSC) CHARLESTON,fixed,,,needs-mapping,,cbs.rtf
601,429981,US: CBS 5 (WFRV) GREEN BAY HD,US: CBS 5 (WFRV) GREEN BAY,fixed,,,needs-mapping,,cbs.rtf
601,429980,US: CBS 5 (WKRG) MOBILE HD,US: CBS 5 (WKRG) MOBILE,fixed,,,needs-mapping,,cbs.rtf
601,429979,US: CBS 5 (WNEM) BAY CITY HD,US: CBS 5 (WNEM) BAY CITY,fixed,,,needs-mapping,,cbs.rtf
601,429978,US: CBS 5 (WTVF) NASHVILLE HD,US: CBS 5 (WTVF) NASHVILLE,fixed,,,needs-mapping,,cbs.rtf
601,429977,US: CBS 5 (WTVH) SYRACUSE HD,US: CBS 5 (WTVH) SYRACUSE,fixed,,,needs-mapping,,cbs.rtf
601,429973,US: CBS 6 (KFDM) PORT ARTHUR HD,US: CBS 6 (KFDM) PORT ARTHUR,fixed,,,needs-mapping,,cbs.rtf
601,429974,US: CBS 6 (KAUZ) WICHITA FALLS HD,US: CBS 6 (KAUZ) WICHITA FALLS,fixed,KAUZ.us,KAUZ.us,mapped,,cbs.rtf
601,429972,US: CBS 6 (KOIN) PORTLAND HD,US: CBS 6 (KOIN) PORTLAND,fixed,,,needs-mapping,,cbs.rtf
601,429971,US: CBS 6 (KOTV) TULSA HD,US: CBS 6 (KOTV) TULSA,fixed,,,needs-mapping,,cbs.rtf
601,429970,US: CBS 6 (WCTV) TALLAHASSEE HD,US: CBS 6 (WCTV) TALLAHASSEE,fixed,,,needs-mapping,,cbs.rtf
601,429969,US: CBS 6 (WKMG) ORLANDO HD,US: CBS 6 (WKMG) ORLANDO,fixed,,,needs-mapping,,cbs.rtf
601,429968,US: CBS 6 (WLNS) LANSING HD,US: CBS 6 (WLNS) LANSING,fixed,WLNS.us,WLNS.us,mapped,,cbs.rtf
601,429967,US: CBS 6 (WRGB) ALBANY HD,US: CBS 6 (WRGB) ALBANY,fixed,,,needs-mapping,,cbs.rtf
601,429966,US: CBS 6 (WTVR) RICHMOND HD,US: CBS 6 (WTVR) RICHMOND,fixed,,,needs-mapping,,cbs.rtf
601,429964,US: CBS 7 (KBNZ-LD) BEND HD,US: CBS 7 (KBNZ-LD) BEND,fixed,,,needs-mapping,,cbs.rtf
601,429963,US: CBS 7 (KHQA-DT) QUINCY HD,US: CBS 7 (KHQA-DT) QUINCY,fixed,,,needs-mapping,,cbs.rtf
601,429962,US: CBS 7 (KIRO) SEATTLE HD,US: CBS 7 (KIRO) SEATTLE,fixed,,,needs-mapping,,cbs.rtf
601,429961,US: CBS 7 (KOAM) JOPLIN HD,US: CBS 7 (KOAM) JOPLIN,fixed,,,needs-mapping,,cbs.rtf
601,429960,US: CBS 7 (KOSA) MIDLAND HD,US: CBS 7 (KOSA) MIDLAND,fixed,,,needs-mapping,,cbs.rtf
601,429959,US: CBS 7 (WBBJ-DT3) JACKSON HD,US: CBS 7 (WBBJ-DT3) JACKSON,fixed,,,needs-mapping,,cbs.rtf
601,429958,US: CBS 7 (WDBJ) ROANOKE HD,US: CBS 7 (WDBJ) ROANOKE,fixed,,,needs-mapping,,cbs.rtf
601,429957,US: CBS 7 (WHIO) DAYTON HD,US: CBS 7 (WHIO) DAYTON,fixed,WHIO.us,WHIO.us,mapped,,cbs.rtf
601,429956,US: CBS 7 (WSAW) WAUSAU HD,US: CBS 7 (WSAW) WAUSAU,fixed,,,needs-mapping,,cbs.rtf
601,429955,US: CBS 7 (WSPA) SPARTANBURG HD,US: CBS 7 (WSPA) SPARTANBURG,fixed,,,needs-mapping,,cbs.rtf
601,429954,US: CBS 8 (KCCI) DES MOINES HD,US: CBS 8 (KCCI) DES MOINES,fixed,,,needs-mapping,,cbs.rtf
601,429953,US: CBS 8 (KFMB) SAN DIEGO HD,US: CBS 8 (KFMB) SAN DIEGO,fixed,,,needs-mapping,,cbs.rtf
601,429952,US: CBS 8 (KLAS) LAS VEGAS HD,US: CBS 8 (KLAS) LAS VEGAS,fixed,,,needs-mapping,,cbs.rtf
601,429951,US: CBS 8 (KLST) SAN ANGELO HD,US: CBS 8 (KLST) SAN ANGELO,fixed,,,needs-mapping,,cbs.rtf
601,429950,US: CBS 8 (KNOE) MONROE\u00c2\u20ac\u201cEL DORADO HD,US: CBS 8 (KNOE) MONROE\u00c2\u20ac\u201cEL DORADO,fixed,,,needs-mapping,,cbs.rtf
601,429949,US: CBS 8 (WAKA) SELMA HD,US: CBS 8 (WAKA) SELMA,fixed,,,needs-mapping,,cbs.rtf
601,429948,US: CBS 8 (WKBT) LA CROSSE HD,US: CBS 8 (WKBT) LA CROSSE,fixed,,,needs-mapping,,cbs.rtf
601,429947,US: CBS 8 (WROC) ROCHESTER HD,US: CBS 8 (WROC) ROCHESTER,fixed,WROC.us,WROC.us,mapped,,cbs.rtf
601,429946,US: CBS 8 (WVLT) KNOXVILLE HD,US: CBS 8 (WVLT) KNOXVILLE,fixed,WVLT.us,WVLT.us,mapped,,cbs.rtf
601,429945,US: CBS 9 (KCAL) LOS ANGELES HD,US: CBS 9 (KCAL) LOS ANGELES,fixed,,,needs-mapping,,cbs.rtf
601,429944,US: CBS 9 (KCAL) LOS ANGELES HD,US: CBS 9 (KCAL) LOS ANGELES,fixed,,,needs-mapping,,cbs.rtf
601,429943,US: CBS 9 (KWTV) OKLAHOMA CITY HD,US: CBS 9 (KWTV) OKLAHOMA CITY,fixed,,,needs-mapping,,cbs.rtf
601,429942,US: CBS 9 (WNCT) GREENVILLE HD,US: CBS 9 (WNCT) GREENVILLE,fixed,,,needs-mapping,,cbs.rtf
601,429941,US: CBS 9 (WUSA) WASHINGTON HD,US: CBS 9 (WUSA) WASHINGTON,fixed,,,needs-mapping,,cbs.rtf
601,429940,US: CBS 9 (WWTV) CADILLAC HD,US: CBS 9 (WWTV) CADILLAC,fixed,WWTV.us,WWTV.us,mapped,,cbs.rtf
601,430121,US: CBS 10 (KFDA) AMARILLO HD,US: CBS 10 (KFDA) AMARILLO,fixed,,,needs-mapping,,cbs.rtf
601,430120,US: CBS 10 (KLFY) LAFAYETTE HD,US: CBS 10 (KLFY) LAFAYETTE,fixed,,,needs-mapping,,cbs.rtf
601,430119,US: CBS 10 (KOLN) LINCOLN HD,US: CBS 10 (KOLN) LINCOLN,fixed,KOLN.us,KOLN.us,mapped,,cbs.rtf
601,430118,US: CBS 10 (KOLR) SPRINGFIELD HD,US: CBS 10 (KOLR) SPRINGFIELD,fixed,,,needs-mapping,,cbs.rtf
601,430117,US: CBS 10 (KTVL) MEDFORD HD,US: CBS 10 (KTVL) MEDFORD,fixed,,,needs-mapping,,cbs.rtf
601,430116,US: CBS 10 (KWTX) WACO HD,US: CBS 10 (KWTX) WACO,fixed,KWTX.us,KWTX.us,mapped,,cbs.rtf
601,430114,US: CBS 10 (WBNS) COLUMBHD,US: CBS 10 (WBNS) COLUMBHD,fixed,,,needs-mapping,,cbs.rtf
601,430115,US: CBS 10 (KZTV) CORPCHRISTI HD,US: CBS 10 (KZTV) CORPCHRISTI,fixed,,,needs-mapping,,cbs.rtf
601,430113,US: CBS 10 (WTAJ) ALTOONA HD,US: CBS 10 (WTAJ) ALTOONA,fixed,,,needs-mapping,,cbs.rtf
601,430112,US: CBS 10 (WTHI) TERRE HAUTE HD,US: CBS 10 (WTHI) TERRE HAUTE,fixed,,,needs-mapping,,cbs.rtf
601,430111,US: CBS 10 (WTSP) ST. PETERSBURG HD,US: CBS 10 (WTSP) ST. PETERSBURG,fixed,,,needs-mapping,,cbs.rtf
601,534012,US: CBS 10 TAMPA FL (WTSP) HD,US: CBS 10 TAMPA FL (WTSP),fixed,,,needs-mapping,,cbs.rtf
601,538470,US: CBS 10 CORPUS CHRISTI TX (KZTV) HD,US: CBS 10 CORPUS CHRISTI TX (KZTV),fixed,,,needs-mapping,,cbs.rtf
601,430110,US: CBS 11 (KCLO) RAPID CITY HD,US: CBS 11 (KCLO) RAPID CITY,fixed,,,needs-mapping,,cbs.rtf
601,430109,US: CBS 11 (KELO) SIOUX FALLS HD,US: CBS 11 (KELO) SIOUX FALLS,fixed,,,needs-mapping,,cbs.rtf
601,430108,US: CBS 11 (KHOU) HOUSTON HD,US: CBS 11 (KHOU) HOUSTON,fixed,,,needs-mapping,,cbs.rtf
601,417448,US: CBS 11 LITTLE ROCK AR (KTHV),US: CBS 11 LITTLE ROCK AR (KTHV),fixed,KTHV.us,KTHV.us,mapped,,cbs.rtf
601,430106,US: CBS 11 (KMVT) TWIN FALLS HD,US: CBS 11 (KMVT) TWIN FALLS,fixed,,,needs-mapping,,cbs.rtf
601,411639,US: CBS 11 LITTLE ROCK AR (KTHV) HD,US: CBS 11 LITTLE ROCK AR (KTHV),fixed,KTHV.us,KTHV.us,mapped,,cbs.rtf
601,430107,US: CBS 11 (KKTV) COLORADO SPRINGS HD,US: CBS 11 (KKTV) COLORADO SPRINGS,fixed,KKTV.us,KKTV.us,mapped,,cbs.rtf
601,430105,US: CBS 11 (KTHV) LITTLE ROCK HD,US: CBS 11 (KTHV) LITTLE ROCK,fixed,KTHV.us,KTHV.us,mapped,,cbs.rtf
601,430104,US: CBS 11 (KTVT) FORT WORTH HD,US: CBS 11 (KTVT) FORT WORTH,fixed,KTVT.us,KTVT.us,mapped,,cbs.rtf
601,430103,US: CBS 11 (WINK) FORT MYERS HD,US: CBS 11 (WINK) FORT MYERS,fixed,,,needs-mapping,,cbs.rtf
601,430102,US: CBS 11 (WJHL) JOHNSON CITY HD,US: CBS 11 (WJHL) JOHNSON CITY,fixed,,,needs-mapping,,cbs.rtf
601,430101,US: CBS 11 (WTOC) SAVANNAH HD,US: CBS 11 (WTOC) SAVANNAH,fixed,WTOC.us,WTOC.us,mapped,,cbs.rtf
601,430100,US: CBS 11 (WTOL) TOLEDO HD,US: CBS 11 (WTOL) TOLEDO,fixed,WTOL.us,WTOL.us,mapped,,cbs.rtf
601,430099,US: CBS 12 (KCOY) SANTA MARIA HD,US: CBS 12 (KCOY) SANTA MARIA,fixed,,,needs-mapping,,cbs.rtf
601,430098,US: CBS 12 (KFVS) CAPE GIRARDEAU HD,US: CBS 12 (KFVS) CAPE GIRARDEAU,fixed,,,needs-mapping,,cbs.rtf
601,430097,US: CBS 12 (KSLA) SHREVEPORT HD,US: CBS 12 (KSLA) SHREVEPORT,fixed,KSLA.us,KSLA.us,mapped,,cbs.rtf
601,430096,US: CBS 12 (KWCH) HUTCHINSON HD,US: CBS 12 (KWCH) HUTCHINSON,fixed,,,needs-mapping,,cbs.rtf
601,430095,US: CBS 12 (KXII) SHERMAN HD,US: CBS 12 (KXII) SHERMAN,fixed,,,needs-mapping,,cbs.rtf
601,430094,US: CBS 12 (WBNG) BINGHAMTON HD,US: CBS 12 (WBNG) BINGHAMTON,fixed,,,needs-mapping,,cbs.rtf
601,430093,US: CBS 12 (WDEF) CHATTANOOGA HD,US: CBS 12 (WDEF) CHATTANOOGA,fixed,WDEF.us,WDEF.us,mapped,,cbs.rtf
601,430092,US: CBS 12 (WJTV) JACKSON HD,US: CBS 12 (WJTV) JACKSON,fixed,,,needs-mapping,,cbs.rtf
601,430091,US: CBS 12 (WKRC) CINCINNATI HD,US: CBS 12 (WKRC) CINCINNATI,fixed,,,needs-mapping,,cbs.rtf
601,430090,US: CBS 12 (WPEC) WEST PALM BEACH HD,US: CBS 12 (WPEC) WEST PALM BEACH,fixed,WPEC.us,WPEC.us,mapped,,cbs.rtf
601,430089,US: CBS 12 (WPRI) PROVIDENCE HD,US: CBS 12 (WPRI) PROVIDENCE,fixed,WPRI.us,WPRI.us,mapped,,cbs.rtf
601,430088,US: CBS 12 (WRDW) AUGUSTA HD,US: CBS 12 (WRDW) AUGUSTA,fixed,,,needs-mapping,,cbs.rtf
601,1574920,US: CBS 12 (KHSL) CHICO \/ REDDING,US: CBS 12 (KHSL) CHICO \/ REDDING,fixed,,,needs-mapping,,cbs.rtf
601,430086,US: CBS 13 (KOVR) STOCKTON HD,US: CBS 13 (KOVR) STOCKTON,fixed,,,needs-mapping,,cbs.rtf
601,430087,US: CBS 13 (KOLD) TUCSON HD,US: CBS 13 (KOLD) TUCSON,fixed,,,needs-mapping,,cbs.rtf
601,430085,US: CBS 13 (KRQE) ALBUQUERQUE HD,US: CBS 13 (KRQE) ALBUQUERQUE,fixed,KRQE.us,KRQE.us,mapped,,cbs.rtf
601,430084,US: CBS 13 (KVAL) EUGENE HD,US: CBS 13 (KVAL) EUGENE,fixed,,,needs-mapping,,cbs.rtf
601,430083,US: CBS 13 (KXMC) MINOT HD,US: CBS 13 (KXMC) MINOT,fixed,,,needs-mapping,,cbs.rtf
601,430082,US: CBS 13 (WBTW) FLORENCE HD,US: CBS 13 (WBTW) FLORENCE,fixed,,,needs-mapping,,cbs.rtf
601,430081,US: CBS 13 (WGME) PORTLAND HD,US: CBS 13 (WGME) PORTLAND,fixed,,,needs-mapping,,cbs.rtf
601,430080,US: CBS 13 (WIBW) TOPEKA HD,US: CBS 13 (WIBW) TOPEKA,fixed,,,needs-mapping,,cbs.rtf
601,430078,US: CBS 13 (WLOX-DT2) GULFPORT HD,US: CBS 13 (WLOX-DT2) GULFPORT,fixed,,,needs-mapping,,cbs.rtf
601,754905,US: CBS 13 JEFFERSON CITY MO (KRCG),US: CBS 13 JEFFERSON CITY MO (KRCG),fixed,KRCG.us,KRCG.us,mapped,,cbs.rtf
601,430079,US: CBS 13 (WJZ) BALTIMORE HD,US: CBS 13 (WJZ) BALTIMORE,fixed,,,needs-mapping,,cbs.rtf
601,430077,US: CBS 13 (WMAZ) GEORGIA   (P) HD,US: CBS 13 (WMAZ) GEORGIA (P),fixed,,,needs-mapping,,cbs.rtf
601,430076,US: CBS 13 (WMAZ) MACON HD,US: CBS 13 (WMAZ) MACON,fixed,,,needs-mapping,,cbs.rtf
601,430074,US: CBS 13 (WSVF-CD2) HARRISONBURG HD,US: CBS 13 (WSVF-CD2) HARRISONBURG,fixed,,,needs-mapping,,cbs.rtf
601,430075,US: CBS 13 (WOWK) HUNTINGTON HD,US: CBS 13 (WOWK) HUNTINGTON,fixed,,,needs-mapping,,cbs.rtf
601,488590,US: CBS 13 SACRAMENTO CA (KOVR),US: CBS 13 SACRAMENTO CA (KOVR),fixed,,,needs-mapping,,cbs.rtf
601,430073,US: CBS 14 (KMEG) SIOUX CITY HD,US: CBS 14 (KMEG) SIOUX CITY,fixed,,,needs-mapping,,cbs.rtf
601,430072,US: CBS 15 (WANE) FORT WAYNE HD,US: CBS 15 (WANE) FORT WAYNE,fixed,,,needs-mapping,,cbs.rtf
601,430071,US: CBS 17 (KSWL-LD) LAKE CHARLES HD,US: CBS 17 (KSWL-LD) LAKE CHARLES,fixed,,,needs-mapping,,cbs.rtf
601,430070,US: CBS 17 (WNCN) GOLDSBORO HD,US: CBS 17 (WNCN) GOLDSBORO,fixed,,,needs-mapping,,cbs.rtf
601,430069,US: CBS 18 (WECP-LD) PANAMA CITY HD,US: CBS 18 (WECP-LD) PANAMA CITY,fixed,,,needs-mapping,,cbs.rtf
601,430068,US: CBS 18 (WLFI-DT) LAFAYETTE HD,US: CBS 18 (WLFI-DT) LAFAYETTE,fixed,,,needs-mapping,,cbs.rtf
601,430067,US: CBS 19 (KYTX) LONGVIEW HD,US: CBS 19 (KYTX) LONGVIEW,fixed,,,needs-mapping,,cbs.rtf
601,430066,US: CBS 19 (KYTX) TYLER   (P) HD,US: CBS 19 (KYTX) TYLER (P),fixed,,,needs-mapping,,cbs.rtf
601,430065,US: CBS 19 (WCAV) CHARLOTTESVILLE HD,US: CBS 19 (WCAV) CHARLOTTESVILLE,fixed,,,needs-mapping,,cbs.rtf
601,430064,US: CBS 19 (WHNT) HUNTSVILLE HD,US: CBS 19 (WHNT) HUNTSVILLE,fixed,,,needs-mapping,,cbs.rtf
601,430063,US: CBS 19 (WLTX) COLUMBIA HD,US: CBS 19 (WLTX) COLUMBIA,fixed,,,needs-mapping,,cbs.rtf
601,430062,US: CBS 19 (WOIO) SHAKER HEIGHTS HD,US: CBS 19 (WOIO) SHAKER HEIGHTS,fixed,,,needs-mapping,,cbs.rtf
601,585495,US: CBS 19 (WOIO) Cleveland (F),US: CBS 19 (WOIO) Cleveland (F),fixed,,,needs-mapping,,cbs.rtf
601,585493,US:CBS 19 CLEVELAND OH (WOIO),US:CBS 19 CLEVELAND OH (WOIO),fixed,,,needs-mapping,,cbs.rtf
601,430049,US: CBS 21 (WHP) HARRISBURG HD,US: CBS 21 (WHP) HARRISBURG,fixed,,,needs-mapping,,cbs.rtf
601,430047,US: CBS 22 (WSBT) SOUTH BEND HD,US: CBS 22 (WSBT) SOUTH BEND,fixed,,,needs-mapping,,cbs.rtf
601,430048,US: CBS 22 (WHLT) HATTIESBURG HD,US: CBS 22 (WHLT) HATTIESBURG,fixed,,,needs-mapping,,cbs.rtf
601,430046,US: CBS 22 (WYOU) SCRANTON HD,US: CBS 22 (WYOU) SCRANTON,fixed,,,needs-mapping,,cbs.rtf
601,430045,US: CBS 23 (WIFR-LD) ROCKFORD HD,US: CBS 23 (WIFR-LD) ROCKFORD,fixed,,,needs-mapping,,cbs.rtf
601,430044,US: CBS 24 (WMDN) MERIDIAN HD,US: CBS 24 (WMDN) MERIDIAN,fixed,,,needs-mapping,,cbs.rtf
601,430042,US: CBS 27 (WKBN) YOUNGSTOWN HD,US: CBS 27 (WKBN) YOUNGSTOWN,fixed,,,needs-mapping,,cbs.rtf
